peak_wavelength,peak_height,fwhm,area,centroid,variance,skewness,region_uv_mean,region_uv_max,region_visible_low_mean,region_visible_low_max,region_visible_high_mean,region_visible_high_max,region_nir_mean,region_nir_max,material
521.0420841683367,1.0,159.9198396793588,199.65434562063942,487.85295526964603,11583.538680347148,-68.88798733595414,0.1511831304803773,0.2046667906980341,0.5243863737340985,0.9381419331714924,0.58988453330497,1.0,0.06387328423093468,0.16347750944611206,Au
511.4228456913828,1.0,159.9198396793588,203.04833732920605,486.9404920745792,11652.627939536396,-66.95390226268862,0.1577792224431476,0.2076820093367599,0.5362704648101695,0.9432517180227489,0.5918827781582999,1.0,0.06591813211520312,0.14628175968239543,Au
512.625250501002,1.0,153.90781563126257,196.87603142178048,485.9499989333175,10398.187634652295,-93.40350421423393,0.14025106715812977,0.2003438515592602,0.532189862007821,0.9446548725434882,0.5943470532044405,1.0,0.043862895844546806,0.1250939133056198,Au
521.0420841683367,1.0,162.32464929859725,197.51871740933518,485.19964572888273,11086.689334604722,-80.04433174626116,0.1518523640954174,0.19096776752926226,0.52590092618264,0.9259185854889569,0.5870455014291779,1.0,0.05000526670425318,0.12471176676087863,Au
511.4228456913828,1.0,153.90781563126257,193.28775401479444,486.1791974700421,11285.301938180233,-66.64338609386449,0.14567028801363924,0.18653724038862723,0.5170060837917582,0.9104399266834655,0.5682036081686495,1.0,0.056108360086245895,0.14812668968168033,Au
511.4228456913828,1.0,157.51503006012024,195.6403229985719,486.1917164262468,10810.039059859917,-74.78954657336223,0.1419331725982085,0.1972439602441089,0.5281076527263888,0.9231391856944046,0.5841062758802655,1.0,0.04804248859018412,0.11968761796996873,Au
504.20841683366734,1.0,155.1102204408818,201.13010749685048,489.1631620175533,11615.135065515133,-57.875414567702855,0.14895872108637725,0.21534970309438892,0.5311036215027759,0.9532892739686825,0.5917565568231726,1.0,0.06719613545178504,0.13986490902117404,Au
518.6372745490983,1.0,163.52705410821648,204.97502489705153,486.4011905592577,11893.306848911292,-64.93509061421636,0.16313225871803838,0.22961125032505045,0.5382617489263659,0.957151605648942,0.5969373605942276,1.0,0.06648068115058803,0.14690835341576378,Au
512.625250501002,1.0,155.1102204408818,200.33987151518457,485.6090257710546,11612.86987020452,-67.83775406003399,0.15723608821553706,0.2247846121507645,0.531571276745481,0.9856610902744901,0.5842836642742059,1.0,0.06042159858559349,0.13383629675292735,Au
511.4228456913828,1.0,158.71743486973958,204.7507041363122,487.49039398945047,11991.465490005396,-58.5674987511727,0.16175999190295035,0.21179292970876712,0.5375280364168012,0.9599648718294934,0.5943587819324071,1.0,0.06917767018382671,0.16333387049915674,Au
512.625250501002,1.0,159.9198396793588,197.78930838844377,486.576461696991,10595.63668553236,-87.04938672117297,0.14229569638102557,0.2048917209602266,0.5315975668417752,0.9533998022452861,0.5958238166486871,1.0,0.04722496723396177,0.12518626938595753,Au
516.2324649298598,1.0,156.31262525050107,196.2698494268169,485.37992199185976,10895.683683962137,-81.10221376902608,0.1467894807894459,0.19379821181932907,0.5263080485847003,0.9465398973177717,0.5859610233214386,1.0,0.04748122731726572,0.13185088731113875,Au
515.0300601202405,1.0,157.51503006012024,201.02961863500207,487.3452034966472,11619.780639224091,-60.012988823771735,0.15224859429859186,0.2094452413707617,0.537729961355762,0.952359766066245,0.5828235927458215,1.0,0.06548232197311779,0.17219788059592586,Au
515.0300601202405,1.0,158.71743486973946,195.89292515643427,485.4075650068957,10445.713292640072,-92.4534726070171,0.14138851430673258,0.190960474316057,0.5307146673807469,0.940934222732517,0.590677030376215,1.0,0.04149547544596915,0.10966618038820063,Au
511.4228456913828,1.0,164.7294589178357,204.24284362873493,487.7949112044409,11704.08382170027,-64.84541795308105,0.15495612231673792,0.207124850711567,0.5388957524433671,0.9550567364038322,0.5997127291960347,1.0,0.06626516304319081,0.15040754338310208,Au
507.8156312625251,1.0,153.9078156312625,198.69729069228666,487.23457560673125,11733.673156844905,-63.855631857075245,0.15590155290277388,0.21361695162878244,0.519637850036878,0.9448809030269365,0.5803888345159204,1.0,0.06645939263820863,0.17391225019719128,Au
513.8276553106213,1.0,159.9198396793587,196.38238986292453,485.71458089259306,10909.18500199991,-83.57982404118046,0.14701363942977508,0.1944153520750522,0.5241319732422108,0.9243920574488701,0.5869721412727593,1.0,0.04963324350202037,0.1365215562395132,Au
519.8396793587174,1.0,158.71743486973946,199.54995690092858,485.98897434647495,11776.235788158134,-67.44335710429368,0.1573145501131311,0.20777314193308177,0.5272095437298494,0.9508987013669792,0.579441091232135,1.0,0.0642048402967871,0.15610002873541384,Au
524.6492985971944,1.0,162.32464929859714,203.47595593073686,486.4925070552814,11687.610033604939,-67.68406250572903,0.1585461848631856,0.22629068239421984,0.5370123042712109,0.9538772717938153,0.5966879058889233,1.0,0.06225987956764838,0.13324194176126128,Au
512.625250501002,1.0,158.71743486973946,191.7098990476367,487.63492509646346,11290.027398003262,-67.75820178489852,0.1440471731265191,0.20661283772172995,0.5070037618253531,0.9072642717226326,0.5694786386755246,1.0,0.05606862299603516,0.13596216695597937,Au
515.0300601202405,1.0,159.9198396793588,197.58671980282446,485.96668475401674,10651.373861420341,-83.95631628117953,0.14337364191597993,0.19376344751686508,0.5345543371565346,0.9509088296784762,0.5894745860681366,1.0,0.04798324177201733,0.12737512771074275,Au
522.2444889779559,1.0,157.51503006012024,204.5036907063414,487.2710743727425,11679.944028662112,-65.65539739266907,0.16001400513450878,0.22674649495688529,0.5366982815983726,0.9662692942761383,0.5990184553805417,1.0,0.06586517282389917,0.14873719634468507,Au
510.2204408817635,1.0,156.31262525050101,189.7153135007283,486.9654828069008,10224.282707779694,-87.69872958835933,0.13074881954571657,0.1815920596526334,0.5134095716587929,0.929084437634588,0.5771695494850376,1.0,0.04153143604040384,0.11421015456874564,Au
512.625250501002,1.0,159.9198396793587,197.9642500657385,485.7111789304061,11312.671268563805,-69.38785235141066,0.15035809196315844,0.20502978758830676,0.5278878120803541,0.9193957395737676,0.5859401674748308,1.0,0.0535530220094436,0.13124910844341084,Au
512.625250501002,1.0,157.51503006012024,198.59067835558943,484.9784604744319,11090.498773646852,-83.74084427934712,0.15339531036203485,0.2044409575755346,0.5272878592234124,0.9631597092601966,0.5901714034628451,1.0,0.051421735467392655,0.13994940715058612,Au
516.2324649298598,1.0,157.51503006012024,199.36167831135367,485.7932632516735,10851.474190288727,-83.10859030879746,0.14743701584259652,0.18910998963108647,0.5353009116193393,0.9552262348740885,0.5963949445860512,1.0,0.048066066999188736,0.12463810496394806,Au
516.2324649298598,1.0,163.52705410821636,204.3242599728469,487.1849309354106,11984.146466014692,-61.13729354312584,0.1621779778434308,0.23077471446325068,0.536903845611791,0.9462741399270027,0.5916460857432823,1.0,0.06963259934535689,0.15042113271066226,Au
513.8276553106213,1.0,156.31262525050101,199.35859903102738,490.4170322232886,11527.222693305725,-55.91105182359212,0.14286536988156856,0.20168467565444478,0.5254873138413507,0.9173624576722705,0.5906737536786377,1.0,0.06832120291215964,0.13612754207019814,Au
509.0180360721443,1.0,157.51503006012024,194.82211093449064,485.725194562369,10162.15261451784,-92.29514613818623,0.1353625178919023,0.187764606600285,0.5330862994830474,0.9636090473162686,0.5885141284546426,1.0,0.039766979039404626,0.10569625015826682,Au
516.2324649298598,1.0,158.71743486973946,197.15103772612792,486.3369761016532,11293.861099234722,-76.37772566002835,0.14937555612587064,0.20908648092679571,0.5215765197973943,0.9427537162901779,0.5885309113982867,1.0,0.053278984267565416,0.11824097255774887,Au
518.6372745490983,1.0,157.51503006012024,202.28469809777684,484.30689378742795,11330.679863479174,-77.99209395823341,0.15802521768782868,0.19628420201994679,0.5405383872098669,0.9413545391677332,0.59418510947098,1.0,0.053861170646479675,0.1265142076491675,Au
518.6372745490983,1.0,164.7294589178357,206.98925899126294,487.3498279792576,11744.942848268596,-66.61148262543476,0.16050470427706448,0.21083128758429787,0.54585368918581,0.9717631842904857,0.6062797538284299,1.0,0.06539963235095018,0.13605144983550038,Au
512.625250501002,1.0,158.71743486973958,202.61581062054586,487.4062421244802,11617.201340276579,-64.37905380742555,0.15453739901826477,0.205103968894256,0.5371131252427689,0.9698628193517964,0.5919967607360319,1.0,0.06538684123771242,0.14639074475593666,Au
511.4228456913828,1.0,155.1102204408818,197.7218425213773,487.7350944604189,11835.357003134732,-63.461857236959084,0.15250728099350072,0.21145522802504838,0.5161729051673134,0.9065178792818985,0.5825287911417193,1.0,0.0650104467792079,0.15153204866272021,Au
512.625250501002,1.0,159.9198396793588,204.43264652036353,486.6245245054579,11444.918998000214,-72.4165590992596,0.1566492491660853,0.20787705537806833,0.5415257711776472,0.974112444922572,0.6028440775861877,1.0,0.06003311137555721,0.13273412001865612,Au
511.4228456913828,1.0,165.93186372745487,204.8237391434251,486.7963671650048,11537.433325497514,-66.85378315018893,0.15789043184643295,0.2366464732400898,0.5470539221450488,0.9874669338857995,0.5929940408857265,1.0,0.0653525276216697,0.19178561338352926,Au
516.2324649298598,1.0,155.1102204408818,195.8425027241915,486.4975788078728,11366.352581167435,-71.36243550345677,0.15030573716827159,0.19595036125404847,0.517664374579618,0.9167569279713573,0.5783360581381237,1.0,0.05766615060470279,0.11319511162481018,Au
517.4348697394789,1.0,158.71743486973958,204.8787527574218,486.5580921616544,12015.251669997178,-61.90308091415046,0.16230402552281437,0.22230524005992272,0.5414055060001944,0.9471413262539075,0.594314165288251,1.0,0.06570426640259612,0.1429748841148827,Au
518.6372745490983,1.0,158.71743486973958,194.95540460130414,485.52593299583793,10233.423306334249,-93.37006168920864,0.13868708185132633,0.18344328515558997,0.5299984041688096,0.9568181372329033,0.5888797538533835,1.0,0.04026476517481565,0.12497588806116655,Au
513.8276553106213,1.0,157.51503006012024,199.43690045499687,485.37417813783765,11092.445469535101,-80.4485077162228,0.15151813278523182,0.19179446263425995,0.5334498552097765,0.9569205984707821,0.5902353104612879,1.0,0.052477681184136066,0.11730738041471002,Au
517.4348697394789,1.0,159.9198396793588,200.21854614595915,486.55623259322994,11568.173988237912,-68.3083293861798,0.15645316246529292,0.21725903128459742,0.5279990967660911,0.9211481085642607,0.5877925638345765,1.0,0.06088423391158201,0.1417659831961741,Au
516.2324649298598,1.0,153.9078156312625,193.79016821946374,488.96116798851625,11626.808730728782,-58.87366876960751,0.14467774628943908,0.2401963422220546,0.5100627594032027,0.8999285239158176,0.5713780170173223,1.0,0.06443268461426334,0.13300366940354424,Au
511.4228456913828,1.0,157.51503006012035,199.97021174949043,485.93397857298834,11421.0768403785,-70.92761863632727,0.1550472219796811,0.19292806526810916,0.5307347861279453,0.9355372019723238,0.5896244782420605,1.0,0.055909753398188704,0.11953104905371166,Au
506.61322645290585,1.0,157.51503006012024,201.88959308138564,486.3001846017666,11803.685771543642,-60.186759006038955,0.1602404706960206,0.20200900560328658,0.5309481663377545,0.9326450638581882,0.5899128129536507,1.0,0.062495966076769514,0.15245666812839911,Au
521.0420841683367,1.0,159.9198396793588,200.90072352902166,484.1437229097118,11437.902788019179,-77.7492053834981,0.160071822281862,0.22931280505036836,0.5351848894479535,0.9376107711358559,0.5876449465948601,1.0,0.054913013654682416,0.12408088578677319,Au
513.8276553106213,1.0,157.51503006012024,200.25574724733892,485.3448678398823,11259.167813192498,-73.42413890837167,0.15652419764346512,0.20082210177754775,0.5321885910187899,0.9475859026500801,0.5905450936130052,1.0,0.05383601678938627,0.13517772441089124,Au
518.6372745490983,1.0,152.70541082164334,200.01359121794056,487.2347478747747,11935.41170268019,-68.97092082004387,0.15467342374160323,0.21557338360225076,0.5246050986117782,0.9418817266633976,0.5874585867072799,1.0,0.06470314166393633,0.13511042363058925,Au
504.20841683366734,1.0,164.72945891783576,208.1201792185999,485.17296139457983,11794.228162506948,-69.38847798500534,0.16669224814366237,0.24717887228937924,0.5525553104970247,0.9984471955490437,0.6017291800407881,1.0,0.06494638040612087,0.1852941885104327,Au
518.6372745490983,1.0,159.9198396793588,200.70973549026473,484.6736347577057,11663.396187567934,-71.41226491550242,0.16076978682443382,0.22471441593714872,0.5321835749233215,0.9495031681875936,0.5857967732044693,1.0,0.057578782906090184,0.12074138989274788,Au
512.625250501002,1.0,159.9198396793588,197.93256653470667,486.44639026884465,11129.918702950476,-73.7926504516862,0.14703387892491104,0.210577444835709,0.5318870544157372,0.9368437637484199,0.5831600086443082,1.0,0.0559282714345554,0.14920254220303422,Au
505.4108216432866,1.0,159.9198396793587,205.45959809293987,485.6573548788057,11608.221644691312,-68.63627850118357,0.16375801752319244,0.2193692823583914,0.5449710587133297,0.9789701607387823,0.5967209356261831,1.0,0.06249085059840999,0.1361697045375472,Au
515.0300601202405,1.0,159.9198396793587,202.35047003318977,486.4697643676846,11107.949746056735,-69.15634829106354,0.1518895982755892,0.21008597706603288,0.5413211903541187,0.9674068279102233,0.5987018703549376,1.0,0.05523356232545889,0.12195539148814925,Au
518.6372745490983,1.0,161.12224448897803,200.5754727934673,486.168906275503,11864.664711541778,-61.46568211578752,0.15990475807314053,0.20942614707087395,0.5297410841653489,0.963537248950933,0.5827902662714595,1.0,0.06303481678695985,0.14045573109642137,Au
515.0300601202405,1.0,161.12224448897803,204.3950743895822,486.29483520438674,11827.953935438996,-69.13126759392262,0.16193055445023138,0.20980016601595672,0.5382841723093336,0.9367612794309119,0.5964963539736939,1.0,0.06386507523482518,0.13857558151905433,Au
517.4348697394789,1.0,157.51503006012024,194.1684251620316,486.1202094779916,10618.21280183451,-84.03863177007169,0.14054383022908917,0.17825640045917915,0.5235043827768038,0.9414682610052607,0.581350812976317,1.0,0.0471549993278816,0.12962393726577925,Au
515.0300601202405,1.0,157.51503006012024,201.63472685239725,486.0685046453276,11418.162375932314,-75.5746824521568,0.1559765199204221,0.20557177701081034,0.5330574866733283,0.9293410532698005,0.5950953177819439,1.0,0.05795704718476598,0.15382376208462772,Au
506.61322645290585,1.0,162.32464929859714,202.43256323525733,486.4302042500453,11569.481006592949,-61.53012353843857,0.16044130952509986,0.23379885692764033,0.5325253601123491,0.9419407423430709,0.5910134293527898,1.0,0.0636886149155835,0.15348040908808125,Au
501.8036072144289,1.0,158.71743486973946,209.23823799466112,486.95763928413754,12111.621099080701,-64.5138785453108,0.16902312640925282,0.22074893304828622,0.5443548714312414,0.9821498767080672,0.6099178384166037,1.0,0.06972282451767085,0.1485330463662403,Au
512.625250501002,1.0,158.71743486973958,206.27507465370616,485.8326237567745,11774.48907463237,-70.62228442908963,0.1650896786240104,0.20782268245290966,0.5422543751191417,0.9522560163665253,0.6021076799152396,1.0,0.06385396899279314,0.14405428407878837,Au
517.4348697394789,1.0,159.9198396793588,194.6859692074956,485.14225629430683,10366.774431761722,-91.13157143725003,0.13922641737033697,0.1831492379933468,0.5321403328917955,0.9568679980388826,0.5858967819151245,1.0,0.038915732909587865,0.10548171085883196,Au
519.8396793587174,1.0,158.71743486973946,204.8420087343654,484.79871840521344,11604.574474104438,-72.5066850863143,0.16242576976406042,0.22248895154438914,0.5460065880200433,0.9797873237236739,0.598307466548674,1.0,0.05724393524519438,0.1599164856058956,Au
513.8276553106213,1.0,159.9198396793587,201.13870774372432,484.6724852846635,11593.995437289064,-77.29977917945654,0.1625554438005404,0.20439067629568664,0.5291761690256321,0.9194547884385998,0.5901607943173008,1.0,0.05723563452250011,0.15103377188994485,Au
518.6372745490983,1.0,157.51503006012024,194.52040989835285,485.9281721337539,10159.58152202506,-92.87361101385817,0.13533569685981428,0.16815004829451893,0.530466482371838,0.9541532019612667,0.5899657202185399,1.0,0.03916542796103205,0.11661181565194431,Au
519.8396793587174,1.0,158.71743486973946,194.30610028214588,485.61173244755315,10458.125743039422,-91.06368323139321,0.14187995257627173,0.19262668821144135,0.5233503881588744,0.9300894372029076,0.5846624803121127,1.0,0.043644626065574156,0.1435240795719056,Au
516.2324649298598,1.0,161.12224448897803,204.78246832132854,486.5950743285298,11419.819596211042,-69.51940942993394,0.15754289557074638,0.19784000024347811,0.5443704648190505,0.9725076732669071,0.6017117222904003,1.0,0.05971042815805372,0.1485084134503781,Au
518.6372745490983,1.0,153.90781563126257,197.6365994397614,486.30187320532036,11500.785064768876,-71.80327724100819,0.1521394874257332,0.24331624465753682,0.5230069101602949,0.9258256726055395,0.5817942792326317,1.0,0.05935108042489551,0.1570922055771801,Au
518.6372745490983,1.0,158.71743486973946,204.6107552707779,486.9543229638001,11626.974470655268,-67.3481023236419,0.1569427040412354,0.19927274537922934,0.5417453992308812,0.952579157185916,0.5992666837562488,1.0,0.06400478477253936,0.13808825519360332,Au
511.4228456913828,1.0,161.12224448897803,199.93602675113394,486.78359407121377,11317.860826468923,-71.4318146875095,0.1512130084143452,0.19401296211885055,0.5305402981788242,0.9349003168379056,0.5910042943691755,1.0,0.0584504152596698,0.12396052329354172,Au
509.0180360721443,1.0,157.51503006012024,202.00923881004974,488.1050023712879,12181.070640851114,-55.50844936728887,0.15317401928960486,0.22168321180941683,0.5366345975647411,0.9436496291666544,0.5825003013261746,1.0,0.072293268081053,0.15464455187417775,Au
518.6372745490983,1.0,158.71743486973958,198.44329443970744,486.1652868955554,11730.400798465123,-64.71592732119943,0.1554790788545427,0.20266828732830552,0.5260478668833579,0.9337367280211807,0.5801482905807428,1.0,0.0595529394843662,0.1255240274287083,Au
513.8276553106213,1.0,153.90781563126257,194.91417753975855,486.68443028232326,11712.348731282926,-63.129851701309946,0.15233408954060018,0.20631877627576478,0.5133228143827235,0.916463265533416,0.5708615288897674,1.0,0.06111819990090253,0.15568521736405946,Au
519.8396793587174,1.0,161.12224448897803,200.71248060719404,485.48360947318093,11558.341971020616,-68.73919038075134,0.1589509030371423,0.2071879623709969,0.53347152501077,0.9319545298030014,0.5851778289696062,1.0,0.058586824127631464,0.1387067125391545,Au
512.625250501002,1.0,158.71743486973958,200.045941328253,486.5171595740588,10824.502070888826,-83.93801865970221,0.1475617070011805,0.18307563471892085,0.5351969635774679,0.9597163337033617,0.5980597017686841,1.0,0.05096239145556473,0.11044215434039703,Au
511.4228456913828,1.0,162.32464929859725,202.25776351947047,487.7750721677785,11545.508782187942,-67.73181933265408,0.15223434653702758,0.24022421584722956,0.5354975292493047,0.9705786793886906,0.5921930089874469,1.0,0.06701507729914032,0.16390033148240998,Au
516.2324649298598,1.0,159.9198396793587,201.796687864643,486.55572650825525,11224.506920410347,-74.52727479930009,0.15187603217975826,0.1887555848846608,0.5378550228383641,0.946709197484859,0.5971178802522137,1.0,0.05628276658631631,0.13066970542917408,Au
507.8156312625251,1.0,158.71743486973946,203.73373316250527,486.1473439085827,11534.84171281082,-70.16444192288205,0.15755248099130378,0.19943897069636946,0.5398262089322189,0.9505123667937304,0.598702244111315,1.0,0.0600231640382724,0.14097796064142676,Au
511.4228456913828,1.0,157.51503006012024,197.92103689025978,484.4401265782908,11507.787227718522,-73.81811219821236,0.15810813960921238,0.20550867193917827,0.5266111197565314,0.9426644325788496,0.5765083591773873,1.0,0.056546854731745456,0.14123667443978127,Au
519.8396793587174,1.0,155.1102204408818,197.18512012612868,484.9672043072722,11421.227931663478,-72.5904220840604,0.1535956315127854,0.2117911326660991,0.5259665753753597,0.9395758248893762,0.5802103242974065,1.0,0.05326632653236912,0.11454377213612676,Au
509.0180360721443,1.0,159.9198396793587,193.8542571262879,485.65866141861227,10108.125960230176,-97.33108664055952,0.13727955144761494,0.18949437834554198,0.5255038553987645,0.965754600732366,0.5899802927220739,1.0,0.037622761228370764,0.10695720185819009,Au
515.0300601202405,1.0,155.1102204408818,204.6838403159208,485.7188324521865,11625.35620933511,-71.25631522908363,0.16067936778019526,0.23222293945339909,0.5453386523724221,0.988025882718907,0.5936317983416239,1.0,0.06296005621462467,0.16177123730829848,Au
516.2324649298598,1.0,158.71743486973946,194.9396476143184,486.0626428599884,10595.927104698425,-84.83634573231986,0.14175836995771532,0.17458813422844816,0.5252678856041524,0.9389846728220329,0.5852829066505614,1.0,0.0455216326903373,0.1385262892228278,Au
515.0300601202405,1.0,158.71743486973946,200.76099760217255,486.6005733602508,11313.448728881012,-66.26051148612343,0.15171275148414368,0.21066044971505116,0.5362583070321756,0.9629742505778369,0.5912905611317133,1.0,0.05723097515482981,0.12828350681310824,Au
513.8276553106213,1.0,159.9198396793588,202.45671746180957,484.7003652440052,11004.900840858447,-81.69642300098425,0.15584905622715342,0.19541300755698396,0.5432228022801402,0.9568021729440953,0.5998553676972131,1.0,0.048815587205776806,0.127837573336081,Au
513.8276553106213,1.0,161.1222444889779,197.75929996704983,486.3278482581479,10457.010738480272,-87.84349298579042,0.14199614854649045,0.18610393918126983,0.5339033764654632,0.9588085179472889,0.5954719604850471,1.0,0.04526298990685545,0.11098882625933817,Au
506.61322645290585,1.0,156.31262525050101,203.07210617898704,486.450209218993,11487.631394755826,-72.58631212232571,0.1560834512056755,0.21474892118837913,0.5377616907393952,0.9436068666236404,0.598898084970793,1.0,0.05913778864931106,0.15963078902190447,Au
511.4228456913828,1.0,159.9198396793588,204.70635719288353,486.1806579357219,11550.86131869788,-73.71856328436844,0.1558787142611082,0.21006442086268445,0.545167990930819,0.9653738805669198,0.6002202483499478,1.0,0.061364284139540225,0.15333982475157462,Au
513.8276553106213,1.0,157.51503006012035,200.41240093005877,486.27359996172163,10771.433889131717,-84.59419450609037,0.1470540927374769,0.19122862222346634,0.5377069166991049,0.9587593451943209,0.5998080657366248,1.0,0.04950147131350894,0.12873605427385298,Au
516.2324649298598,1.0,156.31262525050101,199.1693159326827,486.0508122093366,11491.49288371853,-65.31672026740463,0.1545610711399005,0.21862314038347674,0.5283561657205934,0.9335080766830441,0.5842692353697303,1.0,0.05869590944988762,0.1412350432759085,Au
513.8276553106213,1.0,157.51503006012024,199.933359867585,485.33707713536916,11688.827637376102,-66.69844778067015,0.16292699060418114,0.23379614173947685,0.5260633760578473,0.9376600995367372,0.5818190285323886,1.0,0.05986289730700597,0.12460874860258392,Au
516.2324649298598,1.0,155.1102204408818,195.7870553287384,486.15832110748465,11481.494431793104,-69.16786936360984,0.1536588448105692,0.21571419560619717,0.5181567881751986,0.9426107103773216,0.5759442145438425,1.0,0.055834391270371035,0.13068256874325423,Au
521.0420841683367,1.0,159.9198396793588,201.33073817345732,486.74760340367914,11510.947369223784,-71.2716211475451,0.15468217285784838,0.21314409940966686,0.5345355008423828,0.9593178216439312,0.5878967713565728,1.0,0.06303056586757845,0.14209868669646777,Au
518.6372745490983,1.0,157.51503006012024,193.00268817728067,487.124821305366,10838.303808049499,-74.7575023970963,0.14054336045879992,0.19125853125807404,0.5156927887830933,0.9141194109261701,0.5780442826668765,1.0,0.05059933180084898,0.15134677173916972,Au
512.625250501002,1.0,161.12224448897797,194.8797280160692,487.230693067439,10988.519023130599,-78.07426926917354,0.14284940309266933,0.22159933842352186,0.5193633180510698,0.9473453318383959,0.5810757869642389,1.0,0.054120651166823956,0.11348813227063506,Au
515.0300601202405,1.0,156.31262525050101,194.96252999073596,485.9633659784088,11232.04543465717,-76.1718196301926,0.1480757810071626,0.20211288139743344,0.5203512284000967,0.9123461069938341,0.5745712573092946,1.0,0.054963817707356415,0.15366159753289782,Au
519.8396793587174,1.0,162.32464929859714,198.87155290823662,485.07796519935357,10694.300853772243,-86.19348716299224,0.14871706922179576,0.19060467350169297,0.5348276937087735,0.9460855454468423,0.5942508475419771,1.0,0.04582304540334195,0.12325971018632713,Au
516.2324649298598,1.0,158.71743486973946,200.90288449971757,486.08635792245207,11315.013985622882,-69.5182221255465,0.15393053804976517,0.20501721194547456,0.5354772288926741,0.9358992328710438,0.5919281220482214,1.0,0.056298068800622394,0.12621221934082974,Au
513.8276553106213,1.0,157.51503006012035,202.33950370945342,486.10814490150557,11477.559804860242,-70.69867977230079,0.15617177299650042,0.2005941576835248,0.5399322703986894,0.958250516770348,0.5909004541162635,1.0,0.060106071001473145,0.1370614033948681,Au
505.4108216432866,1.0,156.31262525050101,195.92398496041693,487.61288888777847,10618.58175127228,-77.69806513683224,0.13550272994699447,0.19262277973189532,0.5320092054754852,0.942577898646865,0.5892007326585874,1.0,0.04771466370635739,0.10951011445583207,Au
509.0180360721443,1.0,159.9198396793588,202.091496525183,486.3462648846542,11861.439699972234,-60.141207941321994,0.1600558130031972,0.20291736937398586,0.5327955003584111,0.9580797425012152,0.5883361123628447,1.0,0.06402306752649428,0.13664160086328203,Au
506.61322645290585,1.0,162.32464929859725,203.66721650116088,485.9545775159306,11918.743389294284,-67.72265894113139,0.16053659630662903,0.2477054828672088,0.5364176393686,0.9493133895681973,0.5987178813258837,1.0,0.06031233636036948,0.12592378219802594,Au
517.4348697394789,1.0,161.12224448897803,204.30491662908264,485.3439639260844,11264.61184598147,-77.06206699696918,0.15937983542714163,0.19339681756961324,0.5454021028625987,0.9865442743484739,0.6003980532541516,1.0,0.054907846153395785,0.15524633311450112,Au
515.0300601202405,1.0,155.11022044088185,205.0402575869352,485.5629290731554,11516.462057012299,-73.79683142434145,0.16177253575159364,0.2194780230870125,0.541257537735329,0.9581803233961762,0.6030234180189684,1.0,0.05897815603170246,0.15472183787490013,Au
